Player,Tm,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_Lng,Def Interceptions_PD,Unnamed: 7_level_0_Sk,Tackles_Comb,Tackles_Solo,Tackles_Ast,Tackles_TFL,Tackles_QBHits,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Fumbles_FF
Cody Barton,WAS,1,52,0,52,1,0.0,10,7,3,0,0,0,0,0,0
Khaleke Hudson,WAS,0,0,0,0,2,0.0,15,8,7,0,0,0,0,0,0
David Mayo,WAS,0,0,0,0,0,0.0,8,3,5,1,0,0,0,0,0
Percy Butler,WAS,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0
Quan Martin,WAS,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,0
Daron Payne,WAS,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0
Jonathan Allen,WAS,0,0,0,0,0,0.0,4,2,2,0,3,0,0,0,0
Terrell Burgess,WAS,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0
Kamren Curl,WAS,0,0,0,0,1,0.0,4,3,1,0,0,0,0,0,0
Kendall Fuller,WAS,0,0,0,0,3,0.0,4,3,1,0,0,0,0,0,0
Benjamin St-Juste,WAS,0,0,0,0,1,0.0,4,2,2,0,0,0,0,0,0
K.J. Henry,WAS,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0
John Ridgeway,WAS,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0
James Smith-Williams,WAS,0,0,0,0,0,0.0,3,3,0,1,0,0,0,0,0
Emmanuel Forbes,WAS,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Jabril Cox,WAS,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Christian Holmes,WAS,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Phidarian Mathis,WAS,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0
Casey Toohill,WAS,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
Quincy Williams,NYJ,1,11,0,11,2,0.0,8,6,2,2,0,0,0,0,0
Tony Adams,NYJ,1,5,0,5,1,0.0,5,4,1,0,0,0,0,0,0
John Franklin-Myers,NYJ,0,0,0,0,0,0.5,4,2,2,1,1,0,0,0,0
Jordan Whitehead,NYJ,0,0,0,0,0,0.5,4,1,3,0,1,0,0,0,0
C.J. Mosley,NYJ,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0
Michael Carter II,NYJ,0,0,0,0,3,0.0,2,2,0,0,0,0,0,0,0
Irvin Charles,NYJ,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Sauce Gardner,NYJ,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Jalyn Holmes,NYJ,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Bryce Huff,NYJ,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0
Jermaine Johnson II,NYJ,0,0,0,0,1,0.0,2,2,0,0,2,0,0,0,0
D.J. Reed,NYJ,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Quinnen Williams,NYJ,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Micheal Clemons,NYJ,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Ashtyn Davis,NYJ,0,0,0,0,1,0.0,1,1,0,0,0,1,0,0,0
Justin Hardee,NYJ,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Carl Lawson,NYJ,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Will McDonald,NYJ,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Jamien Sherwood,NYJ,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Solomon Thomas,NYJ,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Kenny Yeboah,NYJ,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
